Index,Text,Sentiment
165839,신고 벗기는 쉽고 편리합니다,1
165839,자석에 이물질이 까맣게 묻어 떨어지지 않습니다,-1
165841,신발은  편하고다좋은데,1
165841, 신으면 너무  투박해보여요,-1
165842,쿠션은 푹신푹신하고 좋은데,1
165842,끝 부분의 이음 부분이 좀 약해요…,-1
165844,바닥은편한듯,1
165844,발볼이좀크네여~~,-1
165846,발은편하고좋은데,1
165846,발볼이커서...,-1
165846,딱맞는사이즈는아닌듯여~~,-1
165853,푹신해서 발에 부담을 주지 않아 좋은데,1
165853,일반 사이즈에 비해 조금 큰 느낌은 있습니다,-1
165854,색상도 무난하고 ,0
165854, 오래 걸어도 발이 피곤하지 않고 좋아요,1
165870,부담없이 아무때나 편하게 신고있어요~~~ ,1
165870,근데 사고나니 가격이 내렸어요 ㅠ,-1
165875, 넘 편하고 발이 안아프고 ,1
165875,자석스트랩도 너무 편하다고 합니다,1
165877,편하고 푹신하고 좋아요,1
165877,매일 신기 좋아요 강추합니다~,1
136932,너무 부하지않아 좋아요,1
136932,색감도 살짝 핑크빛이도는 베이지에 이뻐요,1
136940,240 신는데 부츠형이라 245주문했더니 조금 크네요..ㅎ,1
136940,정싸이즈로 주문하심 될것같아요,1
136941,발이ㅣ 항상 아팠는데  너무너무편하고 좋아요,1
136941,빗도 예쁘구 키도커보여요,1
136942,오호라  너무 예뻐요 완전 예뻐요,1
136942,아유 신나라 품질 대만족입니다,1
136944,털이 완전  엉성하네요,-1
136944,가격이 싸니까   그렇겧죠,1
136945,기대이상으로 편해요.,1
136945,퍼도 풍성하고,1
136945,컬러도 아주 고급스럽습니다.,1
136945,신는 순간 편안한 느낌이 팍 오네요.,1
136948,따뜻하게,1
136948, 올 겨울을 날수 있는,1
136948,편하고,1
136948,이쁜 신발이네요,1
136953,볼이 넓은 편이라 한치수 크게 주문했더니 좋네요..,-1
136953,겨울철.. 따뜻한 느낌의 운동화 느낌,1
136953,약간 키높이도 있어서 좋아요 ~,1
136953,보통 발사이즈면 정사이즈 주문하셔도 될듯.,1
136954,따뜻하고,1
136954,예쁘네요..,1
136954,키 높이도 적당하고,1
136954,걷기도 편해요,1
136955,255주문했는데넉넉하게잘맞고,1
136955,편안하고,1
136955,예뻐서좋아요,1
136955,보는사람마다예쁘다하네요참잘샀어요^^,1
136958,화면보다 실물이 훨씬더 예뻐서 놀랬어요,1
136958,발도 편안하고 ,1
136958,아주 예뻐서 마음에 듭니다,1
136958,이번 겨울은 따뜻하게 보낼거같네요,1
136958,5센티라고해도 안에 라텍스깔창을 빼고나면 3센티정도라 키높이도 돼면서,1
136958,발이 안정감있습니다,1
136959,발이 편하고,1
136959, 예뻐요~만족합니다^^,1
136961,사이즈도 잘맞고,1
136961,예뻐요.,1
136961,토끼털이 있어 ,1
136961,예쁘네요.,1
136961,더 포근하고,1
136966,홈쇼핑에서 소개할때와 똑같이 너무 예쁘고,1
136966,편하네요^^,1
136967,고급스럽고  아주  마음에  들어요 ,1
136967,올겨울엔  뽐내며  따듯하게  지낼수  있을것  같아요,1
136968,따뜻하고,1
136968,편하고 너무 좋네요 ㅠㅠㅠ,1
136969,디자인도 귀엽고 ,1
136969,발도 작아 보이고 ,1
136969,신어보니 발이 편해 더 좋아요~~^^,1
136971,키높이가 꽤 되는듯 하구요.,1
136971,푹신합니다.,1
136971,근데 털이 고르지 못해서 별점4개줍니다.,-1
136973,가격대비 너무 좋네요,1
136973,키높이라 더욱더 좋아요,1
136973,올겨울 따뜻하게 보낼게요,1
136975,털이 있어 ,1
136975,예쁘고,1
136975,따뜻해보여요,1
136975,실제로 발 따뜻하게 잘 신었어요~,1
136976,적립금도 있고해서 작은돈으로 생색냈네요 ㅠ ㅎ,1
136976,키높이도 적당히있고,1
136976,땃뜻하고 ,1
136976,발에피로감이없어 좋아요 ,1
136976,디자인도 이쁘고 ... ,1
136976,참. 발목부분이 브드러워 좋아요,1
136976,예쁘다해서,1
136978,바닥이폭신하니 편하고,1
136978,디자인도 이뻐요,1
136978,어떤옷에도 잘~어울리겠어요~,1
136979,털도 풍성하고 ,1
136979,우선디자인이 예쁘구요,1
136979,가볍고 ,1
136979,키높이까지있어서 정말좋으네요 ,1
136979,올겨울 따뜻하게 자주 애용할거같아요,1
136981,평소 235신고 235주문 편하게 맞아요. 발볼 많이 안 넓으면  크게 신을필요 없어요 .,1
136981,이 제품은 가격대비 질이 정말 좋내요.,1
136981,"털 풍성,",1
136981,"발이 엄청편하고, ",1
136981,발목도 따뜻하면서도 ,1
136981,정말 편해요.,1
136981,보는 사람 마다 이쁘다하내요. ,1
136986,디자인색상가격배송맘에들어요,1
136986,색상가격배송맘에들어요,1
136986,가격배송맘에들어요,1
136986,그런데본드처리가깔끔하지못하고 본드냄새가넘역하게납니다,-1
136989,이쁜데,1
136989,볼이 좀 끼이는거같고 ,-1
136989,길이는 좀 길고 ,-1
136989,볼이 앏으신분은 한치수아래로 주문해도 괜찮으실듯..,-1
136989,전 볼이 있어서 약간커도 그냥 신으렵니다,-1
136990,키높이 치고,1
136990,신었을 때 편해요~~,1
136990,발도 커보이지도 않고.,1
136993,너무 깜찍하고 이뻐서 한번 놀래고,1
136993,신어보니 너무 편하고,1
136993,세련되서 또 놀래고 짱입니다~ 강추!,1
137000,이쁘고,1
137000,편하고 ,1
137000,키도 커보이고 좋아요,1
137005,디자인이 넘 예뻐 블랙으로 구매했는데,1
137005,착화감도 좋고,1
137005,가격도 넘  착하네요 ,1
137008,240 정사이즈 잘 맞구요. ,1
137008,토끼털이 보들보들 안쪽 털도 있어서 ,1
137008,따뜻 ,1
137008,부드러워요.,1
137008,굽도 편하고 ,1
137008,무게도 이 정도면 좋습니다. ,1
137008,보자마자 헐~이뿌다 했구요. ,1
137008,저렴하게 사서 더 좋아요. ,1
137008,엄마도 이쁘다고 좋아하시네요. ,1
137009,굽이 조금 있어서 ,1
137009,귀엽고 발도 작아 보여요,1
137009,불편할 것 같았는데 너무 편하고 ,1
137010,"색상과 디자인 모두 맘에 쏙들고 ,",1
137010,"디자인 모두 맘에 쏙들고 ,",1
137010,신어보니 푹신하고 발이 아주 편안 합니다. ,1
137010,올겨울 잘 신을것 같습니다,1
137015,예쁘고,1
137015,편하고,1
137015,따뜻합니다,1
137015,가격대비 훌륭합니다 ,1
137018,상상이상으로 넘 예쁘네요 ,1
137018,따뜻하게  잘 신을께요,1
137020,너무 편하고 ,1
137020,이뻐요.,1
137020,편하고,1
137020,가볍고,1
137020,정말 편한 신발이네여~~^^^,1
137027,키높이도있구 ,1
137027,디자인독특하고  ,1
137027,복실복실 털이 따뜻해보이고 ,1
137027,이겨울 외출용으로 넘나 잘신고있어요 ,1
137027,아주 이뻐요  ,1
137030,완전이쁘고,1
137030,편해요,1
137030,한사이즈높여서 구입~좀크긴한데요 신을만합니다~^~^,0
137031,가죽이 아니라 이가격이겠지만.. ,1
137031,디자인 예쁘고 ,1
137031,털도 기대만큼 부드럽고 풍성한게..,1
137034,넘 편하고 ,1
137034,따뜻해요. ,1
137034,보는 사람들마다 예쁘다고 칭찬 일색,1
137035,털이 없어으면 신발이 가버치가 없을듯 하네요,1
137035,발도 편하고,1
137035,가벼워서 좋아요,1
137035,가격도 착하고,1
137035,올겨울 잘 신고 다닙니다,1
137041,예쁘고,1
137041,따뜻해서 좋아요~.,1
137049,실제로 신은게 더 예쁘네요. ,1
137049,이렇게 착한 가격에 득템했어요.,1
137049,올 겨울 멋지게 신고,1
137049,따뜻하게 보낼 수 있을것 같아 기분 좋습니다.^^,1
137054,넘 귀엽고 좋아요..,1
137054,근데 발볼이 넓은편도 아닌데 너무 딱 맞네요ㅜㅜ,-1
137055,이쁘고,1
137055,편하다고 넘 좋아합니다~,1
137056,빛이 반사될때마다 색상이 다르게보이면서 예쁘네요. ,1
137056,색상이 실제보다 더 예쁘게 보여요.,1
137057,한사이즈크게주문했는데만족해요.,-1
137057,발도작아보이고..,1
137057,바닥면이눈이와도미끄럽지않게잘되어있어요.,1
137059,"블랙으로주문했는데,역쉬,탁월했습니다",1
137059,근데 크기가 조금작게나온듯요...,-1
137059,한치수크게주문했으면더나을뻔했네여,-1
137060,다만 옥에티가있다는..ㅜ..  손톱크기정도 흠이있지만,-1
137060,검정이라 흠이 티가안나서 그냥 신으려구요,0
137061,넘예뻐서바로주문햇네요,1
137061,딱맞고,1
137061,이뻐요~,1
137062,이 제품은 색상이 너무 이뻐요~탁월한 컬러선택이었네요,1
137062,편하기도 진짜 편하구요,1
137062,사이즈도 정사이즈 하면 보통두께 양말엔 딱~맞을 것 같아요. 맨발로 시착했는데 조금 여유있는 덜 보면요,1
137063,신어보니 넘 편하고,1
137063,따뜻해요,1
137063,키높이도 있어서 만족합니다 ,1
137063,한치수크게주문했더니 발도 편하고 좋네요,1
137063,나중 적립금나오면,1
137064,보기엔 컬러가 화면하고 많이차이나서 별로로보였는데,-1
137064,신어보니 색상이 생각보다 괜찮네요,1
137064,높이에비해 발이 많이편안해서좋네요,1
137064,보기보다 신었을때 그리화려해보이지않아 더좋네요,1
137067,블랙도 예쁘네요..,1
137067,정사이즈로 구매했는데 잘 맞구요 ,1
137067,편해요....,1
137067,올 겨울에 아무리 춥고 눈이 펑펑내려도 걱정 안해도 될거같네요...,1
137068,색상이랑디자인이너무이쁘네요.,1
137068,디자인이너무이쁘네요.,1
137070,그린 240정사이즈 주문했는데 사이즈 잘 맞구요,1
137070,색깔도 고급스럽고,1
137070,키높이도 적당하니 넘 맘에 들어요.,1
137070,좋은 브랜드 디자인에 감사드립니다.,1
137071,편하면서도 엣지있는신발찾고있었는데 딱인것같아요 ,1
137071,엣지있는신발찾고있었는데 딱인것같아요 ,1
137071,굽이있는데도 ,1
137071,편안해요,1
137072,반값으로 같은 제품 팔아서 그레이로 재구매했어요,1
137072,편하고  ,1
137072,따뜻하고 ,1
137072,엣지 있고 ,1
137072,가격 칙하고ᆢ ,1
137072,1석4조의 좋은 제품,1
137074,신발이 무거워요. ,-1
137074,그닥 따숩지 않아요,-1
137077,가볍고 ,1
137077,이쁘고,1
137077,키높이 인데도 ,1
137077,편합니다 ,1
137077,가성비 갑!,1
137077,"단,신었다 벗으면 양말에 검은털이 좀 묻어나네요",-1
137079,생각보다.털이풍성하진않앗지만,-1
137079,각도에따라반짝이는컬이고급지네요.,1
137080,볼 얇아보여요. ,1
137080, 디자인 예쁘고 ,1
137080,털 복실복실 좋아요. ,1
137080,그런데 굽이 좀 있다보니 ,-1
137080,무게감은 있어요. ,-1
137080,적당히 케주얼하면서 원피스같은데도 잘어울려서 ,1
137080,데일리로 잘 신을것 같아요,1
137081,가볍고 ,1
137081,디자인도 이쁘고^^,1
137081,냄새가 심하게 나지만 베란다에 잠시 나뒀어요 ㅋㅋ,-1
137082,저렴한 가격에 ,1
137082,이쁘고 ,1
137082,따뜻한 신발 구입해서 아주 잘 신고 다녀요~,1
137083,정사이즈이네요,1
137083,양쪽 털이 비대칭이지만,-1
137083,디자인이 특출해서 좋아요,1
137085,신발이 넘 깜찍하고,1
137085,운동화처럼 편하네요. ,1
137085,가격도 싸고 완전 대만족입니다~~^^,1
137086,굽이 높지 않아서,1
137086,오래 걸어도 편하고 ,1
137086,퍼가 있어 ,1
137086,캐쥬얼도 정장도 잘 어울리는 듯~^^,1
137086,예뻐요.,1
137087,디자인 보온성 모두 만족스럽습니다.,1
137087,보온성 모두 만족스럽습니다.,1
137087, 가격이 너무착해요~~,1
137090,신발 너무 예쁘고 ,1
137090,따뜻해요~^^*,1
137090,데일리 슈즈로 출퇴근길에 너무 잘 신고 있어요~ ,1
137091,천연모피에 ,1
137091,따뜻하고 ,1
137091,예쁘다고 좋아하세요,1
137091,색상도 예쁘고 ,1
137091,편해요 ,1
137091,데일리로 잘 신을가같아요,1
137092,가성비가좋고해서,1
137092,뼌하기도하고 ,1
137092,벨벳소재재로 이쁘네요,1
137093,가겨은 좀높은것 같아요.. ,-1
137093,좀가벼우면 더 좋을듯 하네요.,-1
137095,좀 무겁네여,-1
137095,한칫수 크게해도 좋을걸 하는 생각이듬 ,-1
137097,발도 편하고,1
137097,모양도 생각보다 예뻐요~,1
137099,디지인과 색깔이 예쁘고,1
137099,색깔이 예쁘고,1
137099,보온성이 있고,1
137099,살짝 키높이 기능도 있지만,1
137099,걸을때 조금 무거운 느낌이 있어요,-1
137100,따뜻한게 과하지 않아  좋네요,1
137100,편안하고 ,1
137100,발볼이 넓어 두꺼운 양말도 거뜬,1
137100,정사이즈 굿~♡,1
137102,고급스러우면서,1
137102,가격이 적당하고 ,1
137102,방한화스럽지않고 클래식한멋스러움이있습니다 ,1
137102,그러면서 따뜻합니다 ,1
137102,사이즈도 맡고 마음에들어하시니 기분이좋습니다,1
137104,펀하고 ,1
137104,디자인이 발볼이 넓은분들에게 좋을듯~~ ,1
137104,모양은 그다지 예쁘진 않아요,-1
137107,제품은 단단하고 좋아요~~,1
137107,발볼이 넓은 편이라 조금 아파서 ,-1
137107,볼좁은편이면 정사이즈요,1
137107,한사이즈 큰거로 할걸 그랬는데,-1
137110,완전 따뜻합니다. ,1
137110,혹시 몰라 한치수 크게 주문 했는데 딱 좋습니다.,-1
137113,가볍고,1
137113,편하네도,1
137113,발목주위가 좀 작아 겨울바지 입고는 잘 안잠겨지는것 빼고는 ,-1
137113,편해요,1
137115,실망하지 않는 비주얼입니다,1
137115,신발 쉐입이 이뿌게 잘 빠졌네요,1
137115,발도 편하고,1
137115,엣지 있어서 맘에 딱 들어요^^,1
137116,굽높이가적당하고 ,1
137116,바닥도  푹신하고 ,1
137116,부드러운 소재라서 ,1
137116,편해요,1
137116,단지 앞뒤소재가달라서 다 양가죽이 아니라서 실망함,-1
137120,따뜻하고 ,1
137120,가볍고 ,1
137120,편하다하시네요,1
137120,가성비 참좋습니다..,1
137121,너무편해요.,1
137121,정말편해요   착화감 짱!!,1
137123,일단 부츠를 신은듯 안 신은듯 가볍고 ,1
137123,발이 너무편하고  좋아요~ ,1
137123,부담없이 추운겨울내내 신을수 있을듯해서 강추 합니다.,1
137123,요즘 매일 신고 다니는데,1
137135,재질이 부드럽지는 않지만,-1
137135,미끄럽지도 않아서 좋습니다,1
137135,색상은 화면과 조금 다른거 같아요,0
137135,조금 신다보니까 편해져서 괜찮구요 ,1
137137,한치수작은235블랙을주문해서신어보니너무맘에들어요ㆍ,-1
137137,가죽이좀부드럽지는않아요ㆍ뻣뻣하고‥,-1
137137,한치수작은데도모양이확틀리는거같네요ㆍ,1
137137,밝은데서는색상표현이잘되는데어두운데서는색상을잘모르겠어요ㆍ,1
137137,약간큰듯하면서,-1
137137,딱딱하고,-1
137138,정사이즈고,1
137138,발가락 편하고,1
137138,따뜻하네요..,1
137138,상품은 전년도 이월상품이에요.. 그러니 이가격이겠죠??,1
137139,가죽이 딱딱하고,-1
137139,시이즈가 커여 ,-1
137139,품질이 가격 만큼이네여,-1
137140,세일이라 구매햇는데,1
137140,왠 가죽이 딱딱하고 ,-1
137140,"치수도 좀 커고  ,,,",-1
137140,품질이 딱  가격만큼 인 것같네요,-1
137146,따뜻하게 잘 신으실것 같아요 ,1
137146,가격이 좋네요,1
137148,디자인은 깔끔하고 맘에 드는데,1
137148,바닥 안쪽은 딱딱한 느낌이 있어 발이 약간 불편해요,-1
137148,발바닥이 하드한거 말고는,-1
137149,디자인은 괜찮은대,1
137149,부드럽지않고 ,-1
137149,무거워요 ,-1
137149,사이즈는 편해요^^,1
137153,가격대비 생각보다 괜찮아요..,1
137153,소재가 딱딱해서,-1
137153,발목부분이 조금 아프긴하지만요..,-1
137156,발도 편안하다 하시고요,1
137156,따듯하다고 하세요.,1
137157, 블랙사고 싶었는데 품절되서 버건디 붉은색 샀는데 세련되고,1
137157,신어보니 편하네요,1
137157,굽도 적당히 있어서 좋아요,1
137157,생각보다 부츠안이 아주 많이 따뜻한건 아니고ㅎㅎ,0
137157,털이 가볍게 발전체 감싸는정도,1
137157,매끈하네요,1
137160,가죽이 뻣뻣한 감이 있고,-1
137160,발목이 넓어  벌어져서 바지를 넣고 입어도 될것 같아요,0
137160,퍼는 풍성해서 ,1
137160,따뜻합니다,1
137161,가죽이 첨 신을때  딱딱해서,-1
137161,가격 대비 튼튼한거 같네요,1
137161, 발목에 닿는 부분이 아팠어요,-1
137163,티비로 본 것보다 더 예쁘네요,1
137163,무게는 좀 나가요,-1
165878, 20일만인 28일에 끈이 끊어져서 못 신게 됐네요.,-1
165878,진짜 내구성 구리네요.,-1
165882,예쁘고 ,1
165882,질이 너무 좋아서,1
165882,싸이즈가 안맞아서 교환했는데 그게 아쉽지만 ,-1
165884,편하고 좋다고 하시네요ㅎ,1
165884, 저렴한 가격에,1
165884,아무 옷이나 다 잘 어울리는것 같아요,1
165885,사이즈가 좀 커서 한치수 작게 주문했는데 처음에는 잘 맞는듯 했는데,1
165885, 하루종일 신고 있었더니 발볼이 너무 아프네요.,-1
165885,사이즈가 조금 애매하게 나온것 같아요.,-1
165885,걍 정사이즈가 좋을듯 해요.,1
165889, 넘 편해서 ,1
165889, 컬러는 전부 다 이쁜 것 같아요 ,1
165889,오렌지도 넘 예뻐보이는데 ㅜㅡ 활용도 면에서 블랙으로~,1
165889, 추천 컬러는 블루요 젤 예뻐요 세젤예~,1
165889,신어본 샌들 중에 젤 편합니다,1
165889,자석스트랩도 넘넘 편하구요 ,1
165889,소가죽이라니 더 만족합니다,1
165889, 발바닥 컬러가 스킨이라 때딸까봐 넘 걱정입니다,-1
165891,푹신하고 편해서 잘 신고 있어요!!,1
165891, 살짝 무거운감이 있지만 신경쓸정도는 아니예요ㅎ,0
165894,아주 편안합니다 ,1
165894,발볼이 넓은 편이라 제겐 마음에 듭니다,1
165894,디자인 소재 다 마음에 듭니다,1
165894,소재 다 마음에 듭니다,1
165894,굽도 낮아,1
165894,데일리로 사용하기 좋아요,1
165898,색상도 넘 예쁘고,1
165898, 넘 편하네요,1
165898, 자석스트랩도 넘 맘에 들고 ,1
165898,짐 까지 신어본 샌들 중에 젤 편한듯요 ,1
165898,싸이즈가 확실히 크게 나와서 한싸이즈 내렸더니 넘 잘 맞아요,-1
165906, 폭신해서 좋아요~,1
165906,생각보다 무게는 있지만 ,-1
165907,푹신푹신해서 발의 피로감을 싹 씻어주네요^^,1
165907,사이즈 넉넉하고 ,1
165907,발등 불편함 없어,1
165909, 편하다고 하시네요 ,1
165909,화이트 필요하시다고해서 픽이요 맘에 드신대요,1
165914,푹신하면서도 잡아주는 느낌 있네요,1
165914,무엇보다 신고 벗기 편하게,1
165914,자석 스넵이 장점입니다,1
165919,본드자국이 여러군데 있음ᆢ 긁어내면 표피가 같이떨어질것같아ᆢ걍 둠ᆢ,-1
165919,교환해도 본드자국은 비슷할듯해서 ,-1
165919,발은 그나마 편해요,1
165921,발볼이 넓게 보이는 디자인이 아쉽네요,-1
165921,쿠션이 좋아서 걍 신을려구요,1
165922,보통 신는것 보다 크게 나왔어요. 한 사이즈 전 것을 살것을 잘못 했네요.,-1
165922,쿠션이 있어 편하네요.,1
165931,발볼이넓어서 헐겁지만,-1
165931,저렴한가격이라 신어봅니다,1
165943,너무 푹신하여 오히려 불편한 듯 했는데 몇일 신어보니 괜찮네요,0
165943,오렌지색보다는 많이 연한 색상이라 아쉽네요,-1
165943,보통 245신는데 240 주문했는데도 여유가 있어서 후크부분 한칸 줄여서 신고 있습니다,-1
165943,쿠션이 좋으니 ,1
165943,뒷굽을 1~2센티 더 높여도 좋을 것 같네요,0
165943,여성스런 디자인이 아닌 넙적한 편한 디자인입니다,0
165946,정사이즈 구입했는데 좀 크네요,-1
165946,옆에 짝붙지않고 좀 들떠요.,-1
165946,쿠션은 푹신하니 좋으네요.,1
165946,가죽냄새가 좀 많이 나네요.,-1
165952,변하기는 편해요.,1
165952,모양은 쫌ㅎㅎ별로예요 특히 벗었을때 ,-1
165973,디자인은 조금 투박하지만,-1
165973,가죽이  부드립고,1
165973,넘 편하고 좋아요 ,1
165973, 데일리로 잘신고있어요,1
165975, 약간의 투박함도 있지만 잘 신고 있어요,1
165975,넘 푹신하지도않고  딱딱하지안아서 참편해요 ,1
165976,너~무 편해요  ,1
165976,스타일도 좋아 예쁘게 잘 신을께요,1
165976,폭신하지않고  딱딱하지않고   발이  편안해서  잘~신고  있어요,1
165978,볼이 생각보다 좁아 평소 235 신는데 240로 교환 ,-1
165978,생각보다 신발이 편하지 않습니다,-1
165978,디자인은 예쁘요  ~~,1
165984,적당한 가격에 잘구입 ,1
165984,매일 가볍게 잘신고 다닙니다,1
165984,이렇게 편한 신발을 만나기가 어려운데,1
165987,디자인이 예뻐서,1
165987, 색상도 예뻤구요,1
165987,약지발등에 압박감이 있어 착용감이 살짝 불편했구요. ,-1
165987,신고벗기에 끈 두개가 꼬여서 만져줘야하는 번거로움이 있었습니다.,-1
166008,사이즈가 작게 나왔는지 크게 교환했더니 이쁘게 맞으시네요!,1
166008,신발이 이쁘니 기다릴만 했어요~,1
166009,사이즈가 살짝 크게나와서,-1
166009,걸을때마다 불편합니다,-1
166009, 싼맛에 그냥저냥 신어요,1
166010,여름에  신기 딱예쁘고  좋아요,1
166010,저렴하고,1
166010,발도  편해서  ,1
166010,요즘  매일신고 다녀요,1
166015,편안하고 좋다네요,1
166015,"약간 큰 감이 있지만, 신고 다니기엔 문제없어요",0
166015,좋은 가격에 사서 기분도 좋아요,1
166029,디자인 색상 맘에 들고  ,1
166029,색상 맘에 들고  ,1
166029,가격 품질 배송 너무너무 좋아요,1
166029,품질 배송 너무너무 좋아요,1
166033,신어서너무편안하고,1
166033,예쁩니다.,1
166033,지인도예쁘다고사고싶어합니다,1
166037,저번엔  오렌지컬러 샀는데 너무편하고  ,1
166037,신고 다니면 사람들이 너무 이쁘다해요 ,1
166037,실내용으로 신으려고 샤인골드 구매했는데,1
166037,너무 이뻥ᆢ발레슈즈같아요,1
166057,신발이무겁고,-1
166057,발바닥면적이너무넙적해서불편해요,-1
166059, 편하다네요~~,1
166059,가볍고,1
166059,오래걸어도 피로감이 없고 발도 편하데요~~^(^,1
166072,정말 발이 편합니다 ,1
166072, 사이즈는  조금  크게  나온듯 합니다,-1
166082,직접 보니 색도 차분한 게 괜찮네요,1
166082,얌전한 디자인이 화려한 거 안 좋아하시는 분께 딱이겠어요!,1
166083,바닥 말랑 말랑편해요,1
166083,26사이즈 신는데 255잘 맞아요,-1
166083,걸얼때마다 뽀득 뽀득 소리나요,-1
166094,발이 푹신하고  편하다 하네요  ,1
166094,한쪽이 발등쪽이 하자가 있는데,-1
166094,찝찝하지만  발등이 아프지 않았음 좋겠네요,-1
166100,편하고 잘신고있는데 ,1
166100,슬리퍼는 약간 미끄러워요,-1
166107,슬리퍼가 앞부분은 크고,-1
166107,발뒤꿈치가  푹 꺼지는 같아서  조금  불편해요~,-1
166112,신발이 크네요,-1
166112,발이 커보여서  잘 안신게 되네요,-1
166121,사이즈가 안맞는지 ㅠ 신발이 좀 불편해요,-1
166121,슬리퍼는 편할 것 같아요,1
166124, 올여름  편하게  잘  신었어요 ,1
166124,가죽이 부드럽고  ,1
166124,푹신한게  너무  맘에  들어요,1
166134,몇번 신지도 않았는데  끈이 떨어졌어요 ,-1
166134,슬리퍼는 편해서 맘에 듭니다,1
166139,가격대비좋습니다,1
166139,색상 이쁘다고 좋아 하내여ᆢ,1
166140,가격저럼하지만,1
166140, 신발은 푹신하지만 ,1
166140,밑창이 살짝 떨어져 불량이네요.,-1
166145,푹신하고   너무 편해요,1
166145,슬리퍼랑 두컬레  주셨는데  둘다 짱이예요,1
166151,신어보고 너무 편하고 ,1
166151, 가격대비 재질이나 디자인도 괜찮아서,1
166151,디자인도 괜찮아서,1
166151,슬러퍼도 하나 더 주는데,1
166151, 그 슬리퍼가 더 이뻐요,1
166156,마감이 왜이런가요ㅜㅜ,-1
166156,마무리안쪽 실밥때문에,-1
166156,발이 아프다고 ,-1
166156,하나도 안신고 신발장에만 있네요.ㅜㅜ ,-1
166159,발바닥이 너무 편하고,1
166159,신발자체가 부드러워요 ,1
166159,슬리퍼는 발이 너무 편하고,1
166161,엄청 편하고,1
166161,아무옷에나 다 잘어울려요ㅎㅎ,1
166161, 오래걸어도 생각보다 다리가 아프지 않아서 좋네요,1
166163,더울때 시원하고,1
166163,예쁘고,1
166163,가죽이 말랑말랑,1
166163,발에 무리없이 정말편해요,1
166163,이신발만 자주신을것 같아요 ,1
166163,가격도 저렴하고 너무좋네요,1
166165,가격도 저렴하고 ,1
166165,발이 편하긴한데,1
166165,고급스럽진 않네요,-1
166166,얼마 신지도 못하고 끈이 빠져서 그냥 버렸어용,-1
166166,발은 편했어요,1
166170,신어보니 발 편하고,1
166170,굽높이도 적당하고 ,1
166170,신고 벗을때 뒷쪽 끈난 살짝 올렸다 내리니 너무 편하네요,1
166173,샌들은 푹신해서 아주 발이 편해요,1
166173,슬리퍼는 색도 예쁘고,1
166173,안신으것 같이 발이 편합니다,1
166180,오래  걸어도  신발이 가벼워,1
166180,발이  편함^^,1
166180,바지  치마  모두  코디하기  좋음^^,1
166181,흰색 슬리퍼는  발바닥도 편하네요,1
166181, 검정샌들은 발목 안쪽 고무줄이 아주 잘 늘어나지는 않지만  착화감은 좋아요,1
166189,신발이 아주 편하다고 합니다.,1
166189,디자인도 이쁘네요.,1
166193,편하다고,1
166193,푹신하고 ,1
166193,이쁩니다 ,1
166193,매일 잘 신겠어요~,1
166196,신발은 편한데,1
166196,끈이 한개가 더튀어나와서 보기가싫어요,-1
166199,발은 편해 좋습니다,1
166199,제품 상태가 불량이어서 좀 별로입니다,-1
166199,접착부분이 떨어져 제대로 신지도 못하고 있어 AS신청했어요 ,-1
166202,신발이  가볍고,1
166202, 발이 편하네요,1
166202,한켤레  더주니 두가지 중에 골라서  신을수있어 좋아요,1
166204, 발이 편하다고 좋아하세요~,1
166204,슬리퍼도 디자인이 고급스럽다네요^^,1
166205,신어보니  편하기까지,1
166205,슬리퍼와 샌들 2가지를 ,1
166205,저렴가에 주문한것까지 너무 좋네요,1
166206,발이 참 편해요 ,1
166206,사이즈가 중간인 분들은 작은 쪽으로 사는게 좋겠네요,-1
166206,같이 온 슬리퍼도 발이 편해요,1
166207, 발이 편하더라구요,1
166207,걸을때도 끼는곳없이 편하네요,1
166207,발바닥도 쿠션이 말랑하여 편해요.,1
166211,발이 편해서,1
166211,외출시 잘신고다녀요~ ,1
166211, 이가격에 두가지디자인을신을수있어좋아요~,1
166219,평소 245를 신는데  볼이 넓게 나와서 240으로사이즈교환 요청했어요,-1
166219,발볼 없으면 한사이즈 작게 사도 될듯해요,-1
166221,신발편하고 좋아요  ,1
166221, 슬리퍼는 발볼이 살짝 좁네요ㅠㅠ,-1
166221,가격대비만족합니다,1
166231,발 바닥이 푹신하고,1
166231,편해서 좋아요,1
166231,같이온 슬리퍼도 품질이 맘에 들어요,1
166231,구성중에 샌들은 엄마드리고 슬리퍼는 내가 신는데 좋아요 ,1
166235,슬리퍼 너무 편해서,1
166235,매일 신고 있어요. ,1
166235,샌들은  디자인이 엄마에게 더 잘어울리네요.,1
166235,두사람 다 매일 잘신고 있어요.,1
166237,전체적으로   푹신한  감이  있어   편한  가운데,1
166237,앞뒤  굽높이   차이가   없어서 ,-1
166237, 뒤로   쏠리는거같아  약간   불편함이   느껴집니다,-1
166240,생각보다 푹신하고 좋아요.,1
166240,데일리로 신기 정말 좋고,1
166240,색도 쨍한 핑크색이 아니라서 좋네요.,1
166245,샌들은 뒷부분이 조금 뻣뻣하지만,-1
166245,슬리퍼는 가죽이 진짜 부드럽고,1
166245,발이 편해요,1
166245,누구 만나려갈때외엔 슬리퍼는 매일 신어요,1
166246,생각보다 발등이 답답하고,-1
166246,무거워요,-1
166246,폭신함은 적당해요,1
166251,너무편해요,1
